pred,real
7875.54727477,7988.0
6412.79874642,8988.0
4056.63750916,4300.0
1797.14001171,1550.0
14240.3360765,15984.0
15468.3806792,16600.0
13917.4135904,14500.0
13974.7812183,12995.0
16716.2454758,16774.0
11754.6004353,10000.0
15740.8613483,15987.0
9364.34312005,9388.0
1972.18036446,1700.0
5209.25911425,5998.0
3907.39419748,2800.0
14921.0625315,12985.0
2661.88923267,2200.0
4367.7798039,1500.0
10415.760739,9799.0
15413.1290739,13888.0
12623.6312332,14500.0
743.041791683,1650.0
11703.0702584,11999.0
8889.96012304,8999.0
4190.60007299,3875.0
15783.5077763,16500.0
4122.05423645,2800.0
13998.8121373,15000.0
16729.9545411,17591.0
2976.98076368,2500.0
18128.3031012,18799.0
11703.0702584,11999.0
1371.82916239,1300.0
3407.66094067,4000.0
14306.5502424,18998.0
13351.8676418,12500.0
3193.76581916,1150.0
10669.181685,12999.0
4056.63750916,4300.0
14579.9295551,14299.0
1275.24994257,600.0
2937.34246814,2300.0
5444.02266595,6491.0
14320.3511772,14972.0
5627.71777787,7500.0
3970.21039077,3500.0
15468.3806792,16600.0
1520.57486111,2500.0
3885.20179676,2850.0
2544.05285499,1500.0
2158.47970607,1000.0
15208.3012933,14980.0
1248.89195284,2950.0
4236.67252062,3850.0
12323.3912284,10991.0
2831.29085521,3993.0
14567.8209208,15800.0
10507.9922087,11400.0
13693.6889622,14485.0
11492.3469523,11500.0
6137.64240828,4500.0
2038.62951364,1800.0
15468.3806792,16600.0
15064.8265981,14995.0
3278.35239682,1900.0
6640.99224981,5300.0
5447.41348469,5999.0
2855.47048509,2500.0
9302.37393697,7900.0
13668.4378823,11500.0
2386.96019092,3000.0
7880.36508698,7431.0
3020.98586924,2500.0
1713.02344944,500.0
5658.54690931,6000.0
10841.7432318,11299.0
4957.34145304,4950.0
14016.8083115,14100.0
2925.77845434,2750.0
3410.6450189,3400.0
2853.60411099,4800.0
1063.49736018,700.0
15960.0145633,15999.0
5166.09349289,5500.0
2882.94668264,25.0
5874.6979305,4800.0
10597.3966189,9800.0
13672.3841902,13999.0
6834.19112711,6500.0
16191.3178715,17089.0
6828.72661372,6500.0
8218.34616009,7999.0
11113.6775188,13588.0
5679.48756079,5600.0
4609.26474914,4500.0
14551.3532193,11995.0
2257.14764285,2500.0
11844.8860134,12500.0
1822.72628475,900.0
3331.59134377,5900.0
3307.82817997,4200.0
7799.8821069,7600.0
3347.70961933,3995.0
16191.3178715,17189.0
5054.04420015,5000.0
11575.4669569,10998.0
2661.69492785,3275.0
1453.90566341,2400.0
2611.43768353,2500.0
10904.6589709,9200.0
2431.62174016,2275.0
3806.90886069,4200.0
2189.48619487,1850.0
8619.14209849,7998.0
11844.8860134,11900.0
4166.57570545,4200.0
2971.72877772,3000.0
13263.5673983,13995.0
15734.2730293,13995.0
14401.0939722,15995.0
2698.11828201,4300.0
16125.6645638,16500.0
8180.68609493,9995.0
5077.39145892,5500.0
16338.0831111,16774.0
17815.4277848,16994.0
2418.84561104,2850.0
1592.66096703,1800.0
9528.60618725,7710.0
13470.6873927,14264.0
4570.79739652,3500.0
8354.29445095,7500.0
9374.92749243,9995.0
18952.3109029,20982.0
10186.9113,10389.0
16238.3429487,16300.0
11258.3397262,12999.0
4094.34561703,4488.0
14537.5385121,13991.0
15398.1180949,15980.0
15102.7813881,14980.0
12447.7251589,10998.0
13012.0279951,12999.0
2021.33889905,4999.0
12831.6586346,14995.0
1479.8964058,1200.0
3202.79475016,4000.0
14165.343935,14995.0
4978.44055205,5495.0
2834.52210294,1500.0
16709.0322459,16988.0
17815.4277848,14765.0
2517.9650968,4800.0
3916.8141147,2500.0
2453.83364946,3000.0
13179.1169213,14898.0
14806.6013915,127.0
1181.30417752,1300.0
12366.7849779,11998.0
8088.51372395,7600.0
4276.98689268,4999.0
6223.31348037,5600.0
3629.61756027,3650.0
16127.6652459,14991.0
14404.0331182,14299.0
4378.37095542,6299.0
13263.5673983,13995.0
3319.65796327,5700.0
8328.52657936,9991.0
1526.44306338,500.0
3910.09952403,4499.0
2095.19304925,1950.0
3731.66484415,4800.0
2473.25771347,1200.0
6922.99455886,7400.0
922.589651046,1500.0
13996.816746,14200.0
13368.2696445,14000.0
1608.0349023,800.0
8940.97103501,8998.0
12733.9651036,12950.0
3040.80560502,1200.0
5780.19566907,4950.0
5715.62628289,3999.0
18250.8472632,20985.0
6203.10226778,5600.0
15398.1180949,15980.0
13648.9773545,13998.0
15297.3480017,14500.0
12895.4803027,9750.0
14827.2240536,14881.0
8835.35717108,9000.0
14037.1519096,15491.0
2904.19046417,1750.0
7080.14028283,6988.0
7080.14028283,6988.0
1561.43534234,1950.0
10412.7591687,7500.0
15083.9532497,14244.0
10627.8052018,10493.0
3688.56034464,5495.0
4826.21331793,3900.0
3808.22839691,3800.0
5140.85331952,6700.0
8024.35674551,7990.0
2640.95237528,2700.0
4061.4254583,4300.0
6229.28774271,6700.0
3181.99938176,4500.0
11389.1213383,14991.0
10467.7353924,11995.0
2727.24948625,3200.0
18386.8714238,18799.0
5749.54021842,6455.0
1058.61770803,1600.0
4528.80161669,5700.0
3616.07237059,3900.0
14310.7093744,13991.0
1884.93742765,1750.0
4061.4254583,4300.0
2431.62174016,2300.0
18707.8349179,20300.0
8095.3340224,5600.0
2405.39978128,4500.0
8274.34042064,7000.0
5054.04420015,5000.0
2086.6301644,1400.0
11408.7697261,12999.0
2998.86945321,3000.0
5540.48764513,5500.0
8109.2091355,7200.0
3993.08803358,3950.0
8596.64169578,8998.0
9768.53010619,7800.0
2686.14450533,1700.0
11031.5520588,11000.0
15102.7813881,14980.0
2554.91033825,1500.0
4882.84377008,4000.0
3944.3747833,4800.0
6478.23806219,5700.0
15418.5739749,12853.0
2153.48838765,5000.0
18386.8714238,18299.0
14249.4590074,13491.0
3488.92143543,4200.0
14165.343935,14995.0
4615.01141957,5300.0
1566.08638744,2800.0
3567.08908573,3950.0
2748.29251616,2250.0
4308.28021645,4500.0
2241.09163685,2999.0
13132.8989655,11900.0
5844.33621561,5600.0
2274.5878276,2500.0
1793.54677767,800.0
8510.38719965,8495.0
13474.3562608,11200.0
4061.4254583,4500.0
6264.74463871,6997.0
2167.57837939,2500.0
1087.27314841,2200.0
3102.20139125,3990.0
1735.8038534,900.0
1956.95192114,300.0
15102.7813881,14980.0
8817.99749199,10988.0
4015.62448506,4500.0
1737.96635211,2850.0
2240.8219191,3000.0
2319.51297262,2695.0
2257.14764285,2500.0
4101.52295171,5495.0
2983.30751749,2000.0
12326.2420851,12999.0
9546.11707013,7900.0
2524.16360519,1200.0
2401.20935348,1700.0
2044.78217565,3000.0
1240.09913053,200.0
15054.6980224,13500.0
1482.53165744,1900.0
3630.34473258,2950.0
16338.0831111,16774.0
1311.23328988,2800.0
5150.91681141,5999.0
2253.11986874,1000.0
1460.99088972,800.0
8817.99749199,164.0
14404.0331182,14299.0
14546.3452503,14980.0
16104.2803961,17991.0
3230.23629603,2500.0
10774.8625734,8000.0
17173.1931436,20365.0
2074.10305871,2900.0
11152.0440129,11991.0
2621.06306412,2150.0
13661.5696383,13591.0
3181.5071041,1250.0
12398.5216293,12997.0
5649.49753211,5895.0
11740.3426163,13000.0
12867.8189669,15988.0
7785.46624576,9800.0
13692.7449706,12983.0
4998.02943588,3950.0
8138.57449546,7499.0
9854.74613445,10991.0
8407.82090776,8500.0
9949.34997129,7995.0
16238.3429487,16300.0
3452.88818526,3000.0
2166.75138975,2000.0
4325.01792028,4850.0
10627.8052018,10493.0
12988.9756787,12991.0
2942.41979491,4500.0
7459.85046249,7999.0
7281.61448059,6850.0
15102.7813881,14980.0
18707.8349179,20300.0
2928.47700241,1000.0
4557.50936788,4999.0
181.230363667,1800.0
13825.0534066,13700.0
9326.28627357,13999.0
3048.79321362,1600.0
5610.2241898,5900.0
1929.63153899,1200.0
16779.6844586,14995.0
5031.42145021,5488.0
2842.13628896,1500.0
9772.64899767,8000.0
6022.46722215,6999.0
5737.57036698,6000.0
8707.7939784,8999.0
14310.4493908,13999.0
17173.1931436,18987.0
2954.26040338,4500.0
13692.7449706,12983.0
5319.83396642,4693.0
18707.8349179,19800.0
4276.98689268,4999.0
7049.51712337,6200.0
16004.6797369,14500.0
2658.87330055,3500.0
15930.6708153,13500.0
1615.68302784,2990.0
13179.1169213,14898.0
11789.8583549,10900.0
2322.75670646,2200.0
3873.12898992,2800.0
14638.7623867,17999.0
2725.29481795,2200.0
15102.7813881,14980.0
4513.39544325,4500.0
1405.42214133,1400.0
8905.65868446,7500.0
2351.29673109,1500.0
3065.70539011,2500.0
1443.67462109,3500.0
2516.50716894,2200.0
4877.18950643,4500.0
14016.8083115,14100.0
6575.34382343,7995.0
13024.4814071,12999.0
6350.99071244,7995.0
6786.54486001,7499.0
2688.42236976,2900.0
14016.8083115,13994.0
10215.0654849,8900.0
3325.6128936,3200.0
11520.1564489,10900.0
3983.73535147,5000.0
14479.1771626,13993.0
16238.3429487,16300.0
7128.97379855,13500.0
12029.9800986,6900.0
2462.51251565,2000.0
3993.08803358,3875.0
10447.8844681,9895.0
10355.3755457,11000.0
4705.80017061,3500.0
17006.1101759,15493.0
5743.33197873,4900.0
1936.01235065,1500.0
13218.9945756,12991.0
5899.90875976,3000.0
3728.6926311,3950.0
2909.30598983,5000.0
19589.8853186,22228.0
2206.75044366,2750.0
6130.28328109,5500.0
6101.72283497,6000.0
1440.29091462,2285.0
6924.26165014,7900.0
4125.647095,5999.0
12786.8121691,14500.0
10447.8844681,9895.0
15398.1180949,15980.0
10293.7077837,12000.0
8534.14772655,8500.0
7986.24512678,5500.0
16281.8013497,15457.0
3319.65796327,4000.0
9077.7483684,8999.0
12956.3121691,12995.0
3809.77910992,3900.0
2703.09119424,1500.0
8881.4059308,8495.0
2546.73485808,990.0
17158.560628,12592.0
8895.57341582,10000.0
16125.6645638,15882.0
4153.4705114,4800.0
4491.72010852,4200.0
10601.5057311,10991.0
4064.08800181,4999.0
2148.46662611,1400.0
14249.1646563,14995.0
4718.47266798,5400.0
2997.13657076,2000.0
10881.7641776,9994.0
15686.078526,16994.0
16338.0831111,16774.0
12914.9302735,11990.0
16728.0529964,19829.0
3713.06431008,3900.0
4061.4254583,4300.0
12504.5137598,11750.0
2005.82742812,1500.0
5658.54690931,6000.0
15078.3070275,14900.0
1934.22311289,1.0
8417.83031984,6995.0
11605.8421792,11999.0
10312.2561615,9800.0
2986.62356147,2500.0
5052.91013691,5500.0
17173.1931436,15965.0
1585.24247985,1700.0
12304.3136299,11888.0
5233.64187183,3100.0
15035.1447481,15999.0
5381.43584324,5500.0
2437.60079604,3800.0
1905.70046069,1500.0
2334.41522843,3000.0
15127.9660496,13394.0
2459.76703344,1950.0
1453.13257906,500.0
14252.5092331,13991.0
3888.3933493,3600.0
12395.5008365,12888.0
19605.2413045,16700.0
9839.81157863,13000.0
5978.31744498,5500.0
4025.54244366,1700.0
3413.3298054,3995.0
1536.54184041,3330.0
5471.84067447,5998.0
6941.41845952,4000.0
4389.21879492,2800.0
9231.37283555,10300.0
20228.8664472,19977.0
12241.1756879,12999.0
8185.99769512,7998.0
1536.54184041,3330.0
15912.6813356,16600.0
9673.73460994,9895.0
5736.52166745,5300.0
4299.67576642,4700.0
1375.16625319,1000.0
4874.24527897,5495.0
12523.3301064,14500.0
8764.12392729,7700.0
1905.44592819,1100.0
3094.37276272,3900.0
15563.1533589,15980.0
7590.97143305,6500.0
13660.7998581,14200.0
14303.77842,15995.0
5885.98457703,5499.0
6827.73594065,5550.0
6512.81787367,6897.0
11522.1799072,10000.0
4635.96888424,3000.0
2158.85117853,2900.0
3301.00753334,2900.0
19662.9150449,153.0
7723.80263717,8990.0
13084.1700697,12916.0
13461.427019,12991.0
17821.5063214,16999.0
2824.90760375,3995.0
11851.4930827,14491.0
12795.3625583,13999.0
2782.12487315,3480.0
12491.1540496,11950.0
15563.1533589,15980.0
19105.2341371,15300.0
10920.0979083,9000.0
12012.1567834,11750.0
7519.43039962,6100.0
6949.25339812,5000.0
2517.81785465,1950.0
12147.0396064,175.0
3551.6158545,3999.0
2255.97034537,2150.0
3702.6285358,4800.0
1778.32587126,2950.0
1812.08036715,1200.0
6217.1304054,4700.0
14977.1689697,14887.0
15563.1533589,15980.0
10274.5569951,7500.0
17468.8399618,14980.0
7410.7211315,7995.0
8235.65973253,7450.0
15912.6813356,16600.0
2265.12644915,1500.0
10164.0180279,9988.0
8638.34955804,6500.0
1558.7292383,3500.0
2156.3957646,2795.0
14178.3465194,14991.0
1616.95716089,1300.0
12437.6276662,11000.0
1621.79383725,897.0
13904.3841584,12850.0
6544.35881697,5500.0
1881.27192824,600.0
1865.8258981,1200.0
15563.1533589,15980.0
5385.93700229,5988.0
13516.2894085,12000.0
14633.152052,14995.0
6732.77258945,7988.0
2284.50361463,3995.0
3705.79770916,3700.0
6634.25729337,5500.0
2079.43616626,1600.0
3173.30237101,3000.0
15646.0341811,16899.0
13340.8807999,14800.0
2107.09119804,2250.0
4839.29115301,5899.0
2417.31669322,2900.0
6221.03403306,8000.0
1266.04975302,1800.0
3338.141955,1500.0
8865.61752945,9995.0
1672.18988528,500.0
13623.0051184,12998.0
13660.7998581,14200.0
7840.50636464,8000.0
10869.2800272,9900.0
9348.21655177,12891.0
13349.2313844,14485.0
13403.2314863,14200.0
2609.24299786,2500.0
2500.8181259,3993.0
6568.75112338,5300.0
15446.1130076,14738.0
5924.82932779,6300.0
4930.93487752,4950.0
14445.1039454,13995.0
14802.4864781,14755.0
2493.87117124,1800.0
6163.66020087,6995.0
3823.32715703,3200.0
9078.51167677,7998.0
9465.15992241,8995.0
6495.7521203,5000.0
5721.17507139,6995.0
5692.82894555,6400.0
9002.19975446,7995.0
13448.5320891,8900.0
8980.38546514,9997.0
13207.7383516,12994.0
3696.62172381,2550.0
9078.51167677,7998.0
3264.33466853,1900.0
2239.74965407,2800.0
3068.38710141,4000.0
3048.83471929,1500.0
14704.8530831,15413.0
9480.22007791,8299.0
1389.73052717,22001.0
12523.5551448,12500.0
2679.92445962,2500.0
2089.08407078,850.0
3807.19555405,2800.0
18811.6182044,18799.0
16270.7834717,18981.0
3657.87744928,2500.0
7666.31845369,9400.0
20389.1043011,22228.0
5203.31781394,3400.0
10237.05222,9998.0
2398.20800405,2100.0
12282.8012189,10988.0
10701.5754266,10500.0
13431.5263233,12995.0
18226.2571489,18983.0
13977.3796289,14100.0
4599.77253533,3500.0
12436.7570537,15981.0
3524.58396261,2900.0
9376.30594106,7600.0
2123.66253127,600.0
1957.74410728,1500.0
6204.86662918,6900.0
5658.62941349,4800.0
13225.4696421,12991.0
2517.81785465,1950.0
10876.4128695,11988.0
15563.1533589,15980.0
13353.5230987,14980.0
2194.13821176,2200.0
2168.62760795,1.0
3206.2424931,3050.0
13349.2313844,14485.0
4209.63938886,5999.0
6128.82173182,5800.0
14260.9723884,14995.0
7275.05242645,11700.0
5074.80704761,4400.0
4209.63938886,5999.0
13178.5725733,13700.0
1943.75783165,4300.0
16921.0680322,16836.0
17197.885238,16994.0
14159.9934547,13991.0
19105.2341371,15300.0
13577.3419958,11900.0
2934.50798893,2500.0
17378.3462927,15965.0
4535.4004757,4750.0
16132.6797455,14991.0
11132.934064,10900.0
4380.38661548,4800.0
1861.6260526,1400.0
5402.39817831,4400.0
3646.40784544,3000.0
14400.9057441,12881.0
9348.21655177,12891.0
1418.18270979,2000.0
6827.73594065,6550.0
4206.48069421,4300.0
16584.9268737,16500.0
11361.1930281,14444.0
8052.32208527,8998.0
3927.61200162,2500.0
13961.2203061,13998.0
8021.81963762,8500.0
15912.6813356,16600.0
13356.8980922,12995.0
2143.72253092,1950.0
10926.5011175,9800.0
8570.55514106,8400.0
10121.5318651,9994.0
2227.51823504,4500.0
9398.70362512,8880.0
3951.41292577,3000.0
14535.9358884,15995.0
15912.6813356,16600.0
8761.57123727,163.0
11663.5573655,11300.0
14484.7253513,14299.0
14723.2035274,14980.0
6827.73594065,6550.0
3903.79828826,2700.0
3155.10123501,6400.0
10027.6853938,11000.0
14939.1032891,15392.0
8353.55895045,11271.0
7068.11325027,7800.0
5475.94847776,3950.0
6767.45157784,5995.0
13225.9137009,12300.0
14260.2700535,13999.0
2801.90881524,1650.0
7340.77361498,6200.0
13870.5716605,13750.0
2460.17137568,2500.0
13958.1727113,12991.0
2499.738742,2900.0
5290.9933394,6000.0
1666.30415607,2900.0
2883.95925614,6000.0
16586.1712297,16499.0
10832.2383726,10995.0
8114.97347233,8495.0
1706.2079453,2200.0
10714.5069725,13000.0
4585.41470151,5000.0
13180.5370641,13993.0
7151.02099915,7997.0
2254.67874042,4799.0
2219.04699807,2500.0
14380.3100421,13991.0
14260.2700535,13999.0
4630.87084998,4890.0
9078.51167677,7998.0
8609.46380084,8555.0
3101.20311546,1800.0
3742.67643017,4750.0
5721.24055314,6000.0
14757.5898366,13500.0
14475.3504972,13600.0
1882.70645363,800.0
13660.7998581,14200.0
3560.64549929,2650.0
3563.78135249,4100.0
1874.46585405,1.0
14445.1039454,13995.0
2508.13927335,1950.0
1570.3591157,1.0
18331.7693057,18999.0
20357.9697707,20300.0
19518.1650243,16400.0
9569.71006316,11200.0
4279.87234288,3995.0
13977.3796289,14100.0
6484.37468768,3500.0
4206.48069421,4500.0
2344.44062388,2000.0
6146.30239688,5700.0
2986.9714335,2700.0
9172.04328453,10800.0
6674.36908183,8888.0
8195.24939049,7999.0
17176.6317667,18999.0
2172.50550685,3250.0
14549.3691,15997.0
6898.36041024,4300.0
10869.2800272,9900.0
2692.99434327,2000.0
2120.90997401,2000.0
1499.40949154,1500.0
19846.4699414,17500.0
1638.25970695,700.0
12578.3271697,11981.0
4453.09340138,2800.0
7489.360326,9950.0
4558.78960116,4000.0
16352.5898747,16482.0
5536.76457527,5500.0
13977.3796289,14100.0
2814.96716872,2800.0
1905.67961114,1200.0
4206.48069421,4500.0
2241.48939319,2350.0
2284.50361463,3995.0
7389.26004312,6500.0
16102.7171187,14995.0
10427.2603604,11000.0
14303.77842,15995.0
14013.4705202,13500.0
2678.59036622,1500.0
10782.8968586,11995.0
16404.3731334,16300.0
14828.2739961,13950.0
11854.4929819,13491.0
5443.35042614,4990.0
14164.9341469,14881.0
9542.78881081,8999.0
1817.20744272,650.0
3055.975935,2100.0
3696.62172381,4400.0
12569.8275364,15991.0
6827.73594065,6550.0
11129.067594,11950.0
5461.69973315,5100.0
17091.1375,16777.0
2477.60449141,600.0
4448.30122883,3690.0
17087.8483187,14900.0
2263.70448753,2200.0
2500.8181259,3993.0
1264.89985868,1.0
2473.63705258,1300.0
1671.39378998,1500.0
4600.77452176,5900.0
1809.31291416,1500.0
4000.18527723,5500.0
13432.1684728,14354.0
2928.68316964,1300.0
13979.3134194,15991.0
5650.4916393,6999.0
11623.0374421,11991.0
11129.067594,11950.0
3547.01050454,3400.0
11725.8931791,12400.0
5588.40792238,4700.0
6767.45157784,5995.0
1476.52258232,800.0
2461.09065871,1200.0
10951.492711,11700.0
16404.3731334,16300.0
2530.66415065,3940.0
14484.7253513,13499.0
15646.0341811,16899.0
13361.5112898,14500.0
2460.09948761,7400.0
13968.9799197,15995.0
10951.9341806,12700.0
